* *
385.465 243.333
390.407 250
395.349 260
395.349 260
395.349 270
395.349 270
391.395 280
387.936 290
387.936 300
385.465 303.333
375.581 307.5
365.698 307.5
355.814 302.5
350.872 300
345.93 295
343.459 290
338.517 280
336.047 275
331.105 270
326.163 265
322.868 260
316.279 253.333
306.395 253.333
296.512 255
286.628 252
276.744 255.714
266.86 258
256.977 260
256.977 260
247.093 266
242.151 270
237.209 276.667
235.233 280
227.326 290
227.326 290
219.419 300
217.442 305
216.344 310
216.206 320
216.206 330
216.344 340
216.344 350
217.442 355
219.089 360
221.395 370
225.349 380
227.326 383.333
237.209 390
237.209 390
247.093 396.667
256.977 400
256.977 400
266.86 410
276.744 402.5
286.628 405
296.512 400
296.512 400
296.512 400
306.395 405
316.279 410
316.279 410
319.574 420
322.209 430
317.926 440
316.279 443.333
312.326 450
306.395 460
306.395 460
296.512 465
286.628 470
286.628 470
276.744 480
276.744 480
266.86 480
256.977 480
256.977 480
247.093 470
237.209 472.857
230.62 470
227.326 468
217.442 462
214.147 460
207.558 455
202.616 450
197.674 445
192.733 440
187.791 435
183.837 430
177.907 424
174.612 420
168.023 410
168.023 410
158.14 400
158.14 400
148.256 392.5
145.785 390
138.372 384
135.078 380
130.959 370
128.488 365
126.512 360
126.017 350
124.535 340
121.076 330
122.841 320
125.664 310
128.488 300
128.488 300
131.783 290
135.078 280
138.372 270
138.372 270
139.784 260
141.196 250
142.608 240
146.279 230
148.256 225
150.727 220
158.14 212.5
163.081 210
168.023 207.5
177.907 200
177.907 200
187.791 196.667
197.674 193.333
207.558 190
207.558 190
217.442 185
227.326 180
* *
227.326 196.667
217.442 197.5
212.5 200
207.558 203.333
197.674 207.5
192.733 210
187.791 212
177.907 216.667
168.023 218
164.729 220
158.14 230
158.14 230
151.55 240
148.256 250
148.256 250
146.844 260
146.609 270
144.302 280
141.667 290
138.372 300
138.372 300
134.419 310
130.959 320
132.442 330
133.43 340
134.136 350
138.372 360
138.372 360
144.961 370
148.256 380
148.256 380
158.14 386.667
160.61 390
168.023 400
168.023 400
176.26 410
177.907 412.5
185.32 420
187.791 422.5
195.203 430
197.674 432.5
205.087 440
207.558 442.5
217.442 450
217.442 450
227.326 450
237.209 450
247.093 460
247.093 460
256.977 460
266.86 460
266.86 460
276.744 450
286.628 450
286.628 450
296.512 440
296.512 440
296.512 430
296.512 430
286.628 430
276.744 420
276.744 420
276.744 420
266.86 430
256.977 430
247.093 430
237.209 420
237.209 420
227.326 420
224.855 410
222.384 400
217.442 390
217.442 390
215.795 380
213.206 370
211.794 360
210.853 350
210.853 340
210.029 330
210.029 320
210.853 310
212.5 300
215.465 290
217.442 287.5
224.855 280
227.326 275
229.797 270
237.209 260
237.209 260
247.093 253.333
256.977 250
256.977 250
266.86 240
276.744 240
276.744 240
276.744 230
276.744 220
276.744 220
266.86 210
266.86 210
256.977 200
256.977 200
247.093 200
237.209 196.667
227.326 196.667
* *
227.326 215
217.442 213.333
207.558 217.5
197.674 218
192.733 220
187.791 225
177.907 230
177.907 230
172.965 240
168.023 245
164.729 250
161.434 260
160.61 270
158.14 280
158.14 280
155.669 290
154.845 300
151.55 310
148.256 315
144.961 320
143.314 330
143.314 340
148.256 346.667
150.233 350
150.233 360
156.163 370
158.14 372.5
165.552 380
168.023 383.333
172.965 390
177.907 396.667
180.378 400
187.791 407.5
192.733 410
197.674 415
207.558 420
207.558 420
207.558 420
210.853 410
211.512 400
209.205 390
207.558 380
207.558 380
205.911 370
205.087 360
204.734 350
204.734 340
203.322 330
202.616 320
204.264 310
205.911 300
206.146 290
207.558 286.667
212.5 280
217.442 270
217.442 270
224.031 260
225.349 250
227.326 246.667
237.209 240
237.209 240
237.209 240
233.915 230
232.267 220
227.326 215
* *
217.442 240
207.558 230
207.558 230
207.558 230
197.674 240
197.674 240
187.791 250
187.791 250
177.907 260
177.907 260
174.612 270
171.318 280
170.494 290
170.494 300
171.318 310
168.023 320
168.023 320
168.023 330
163.081 340
168.023 350
168.023 360
168.023 360
177.907 370
177.907 380
177.907 380
187.791 390
187.791 390
197.674 390
197.674 390
197.674 380
197.674 370
198.91 360
197.674 350
197.674 340
197.674 340
194.38 330
193.721 320
195.698 310
197.674 300
197.674 300
199.086 290
200.145 280
204.264 270
207.558 260
207.558 260
207.558 250
217.442 240
217.442 240
217.442 240
* *
271.802 280
276.744 277.5
286.628 276.667
296.512 280
296.512 280
306.395 282.5
316.279 290
316.279 290
322.868 300
326.163 305
329.457 310
332.752 320
332.752 330
333.576 340
328.634 350
326.163 360
326.163 360
316.279 368
314.302 370
306.395 375
296.512 378.571
293.217 380
286.628 382.857
276.744 382
266.86 383.333
260.271 380
256.977 377.5
247.093 370
247.093 370
240.504 360
237.209 350
237.209 350
234.738 340
234.738 330
234.738 320
237.209 310
237.209 310
242.151 300
247.093 293.333
249.564 290
256.977 284
266.86 282
271.802 280
* *
276.744 290
266.86 293.333
256.977 300
256.977 300
250.388 310
249.564 320
247.093 330
247.093 340
250.388 350
254.506 360
256.977 363.333
263.566 370
266.86 372.5
276.744 373.333
286.628 374
296.512 371.429
301.453 370
306.395 366.667
312.984 360
316.279 355
318.256 350
321.221 340
323.692 330
322.868 320
316.279 310
316.279 310
308.866 300
306.395 296.667
296.512 292.5
286.628 290
276.744 290
* *
286.628 303.333
276.744 306.667
271.802 310
266.86 315
263.566 320
261.919 330
261.919 340
264.39 350
266.86 355
271.802 360
276.744 362.5
286.628 360
286.628 360
296.512 360
306.395 350
306.395 350
308.866 340
311.337 330
308.866 320
306.395 316.667
299.806 310
296.512 306.667
286.628 303.333
* *
286.628 317.5
281.686 320
276.744 325
274.273 330
276.744 340
276.744 340
286.628 345
296.512 340
296.512 340
298.983 330
296.512 325
291.57 320
286.628 317.5
* *
336.047 360
336.047 360
336.047 360
336.047 360
336.047 360
* *
365.698 280
365.698 270
355.814 260
355.814 260
355.814 250
355.814 250
365.698 250
365.698 250
375.581 260
375.581 260
375.581 270
375.581 280
375.581 280
365.698 280
365.698 280
* *
454.651 240
454.651 240
464.535 230
464.535 230
474.419 220
474.419 220
474.419 220
484.302 230
484.302 230
484.302 240
484.302 250
484.302 260
484.302 260
474.419 270
474.419 270
464.535 270
464.535 270
454.651 260
454.651 260
454.651 250
454.651 240
* *
187.791 300
187.791 300
187.791 300
187.791 300
187.791 300
