* *
411.822 390
415.116 386.667
420.058 380
425 373.333
427.471 370
434.884 362.5
444.767 360
454.651 360
464.535 360
474.419 363.333
484.302 363.333
489.244 360
494.186 356.667
504.07 360
504.07 360
513.953 360
513.953 360
523.837 350
523.837 350
533.721 340
533.721 340
533.721 330
538.663 320
540.31 310
543.605 305
548.547 300
553.488 295
558.43 290
563.372 286.667
573.256 283.333
583.14 280
583.14 280
593.023 275
602.907 270
602.907 270
612.791 266.667
622.674 263.333
632.558 260
632.558 260
642.442 250
642.442 250
649.855 240
652.326 235
654.797 230
658.915 220
662.209 215
665.504 210
668.798 200
668.798 190
668.798 180
665.504 170
662.209 160
662.209 160
652.326 150
652.326 150
642.442 140
642.442 140
632.558 140
622.674 140
612.791 140
602.907 140
602.907 140
593.023 145
583.14 145
573.256 145
563.372 150
563.372 150
553.488 155
543.605 155
533.721 156.667
523.837 156.667
513.953 156.667
504.07 160
494.186 160
484.302 160
474.419 160
474.419 160
464.535 163.333
454.651 165
444.767 165
434.884 165
425 166.667
415.116 166.667
405.233 166.667
395.349 165
385.465 160
385.465 160
375.581 160
365.698 155
355.814 153.333
345.93 150
345.93 150
336.047 150
326.163 140
326.163 140
316.279 136.667
309.69 130
306.395 126.667
299.806 120
296.512 116.667
286.628 110
286.628 110
276.744 100
276.744 100
266.86 90
266.86 90
* *
256.977 105
247.093 105
237.209 105
232.267 110
227.326 112
217.442 120
217.442 120
207.558 126
203.605 130
197.674 134.286
187.791 140
187.791 140
177.907 147.143
168.023 148.889
163.081 150
158.14 152.5
148.256 156
138.372 160
138.372 160
128.488 168.75
126.841 170
118.605 180
118.605 180
113.663 190
110.368 200
110.368 210
108.721 215
107.074 220
104.485 230
102.132 240
98.8372 250
98.8372 250
92.2481 260
88.9535 270
88.9535 270
87.8553 280
83.0233 290
79.0698 296.667
75.7752 300
75.1163 310
77.093 320
77.093 330
79.0698 340
79.0698 340
80.168 350
82.3643 360
85.6589 370
88.9535 375
90.9302 380
95.5426 390
98.8372 395
100.814 400
105.426 410
108.721 416.667
111.192 420
118.605 426
123.547 430
128.488 435
133.43 440
138.372 445
142.326 450
148.256 457.5
151.55 460
158.14 466.667
161.434 470
168.023 476.667
171.318 480
177.907 484
187.791 488.333
191.085 490
197.674 495
207.558 498.75
210.853 500
217.442 504
227.326 507.143
237.209 510
237.209 510
247.093 512.857
256.977 516.667
266.86 518
276.744 516
286.628 515.714
296.512 512
301.453 510
306.395 508.571
316.279 504.286
323.692 500
326.163 498.333
336.047 493.333
340.988 490
345.93 486
353.343 480
355.814 475
358.285 470
361.744 460
364.286 450
365.698 446.667
368.522 440
368.992 430
370.64 420
373.11 410
375.581 400
375.581 400
385.465 395
392.054 390
395.349 387.5
405.233 380
405.233 380
412.645 370
415.116 366.667
425 360
425 360
434.884 350
434.884 350
444.767 343.333
454.651 343.333
464.535 343.333
474.419 343.333
484.302 343.333
489.244 340
494.186 336.667
504.07 330
504.07 330
513.953 320
513.953 320
518.895 310
523.837 300
523.837 300
533.721 290
533.721 290
540.31 280
543.605 275
553.488 270
553.488 270
563.372 260
573.256 260
583.14 260
593.023 260
593.023 260
602.907 250
612.791 250
612.791 250
622.674 240
632.558 240
632.558 240
642.442 230
642.442 230
642.442 220
642.442 210
642.442 200
652.326 190
652.326 190
652.326 190
642.442 180
642.442 170
642.442 170
632.558 160
632.558 160
622.674 160
612.791 160
602.907 160
602.907 160
593.023 170
583.14 170
583.14 170
573.256 180
563.372 180
553.488 180
543.605 180
533.721 180
523.837 176.667
513.953 173.333
504.07 173.333
494.186 173.333
484.302 175
474.419 180
474.419 180
464.535 182
454.651 183.333
444.767 186.667
434.884 186.667
425 190
415.116 190
405.233 186.667
395.349 183.333
385.465 180
385.465 180
375.581 173.333
365.698 173.333
355.814 172.5
345.93 170
345.93 170
336.047 170
326.163 166.667
316.279 160
316.279 160
311.337 150
306.395 146.667
299.806 140
296.512 136.667
289.922 130
286.628 126.667
276.744 122.5
271.802 120
266.86 115
261.919 110
256.977 105
* *
266.86 130
256.977 126.667
247.093 123.333
237.209 123.333
227.326 123.333
217.442 128.333
214.971 130
207.558 136
200.969 140
197.674 142.5
190.262 150
187.791 152
177.907 156
168.023 160
168.023 160
158.14 165
148.256 167.5
138.372 168.333
136.395 170
128.488 178
126.841 180
120.017 190
118.605 200
118.605 200
118.605 210
115.31 220
112.016 230
110.133 240
108.721 243.333
105.897 250
100.814 260
98.8372 265
97.1899 270
93.8953 280
88.9535 288
87.9651 290
84.0116 300
83.3056 310
84.7176 320
85.6589 330
85.2471 340
85.6589 350
88.9535 357.5
90.6008 360
95.5426 370
98.8372 376.667
100.814 380
105.426 390
108.721 396.667
110.133 400
113.663 410
118.605 416
125.194 420
128.488 422.5
135.901 430
138.372 432.5
144.302 440
148.256 445
153.198 450
158.14 454
164.07 460
168.023 464
175.436 470
177.907 472.5
187.791 480
187.791 480
197.674 485
203.605 490
207.558 492.5
217.442 496.25
227.326 500
227.326 500
237.209 502.857
247.093 505.714
256.977 508.333
266.86 508.333
276.744 507.5
286.628 508.75
296.512 505
306.395 501.429
309.69 500
316.279 496
326.163 490
326.163 490
336.047 482.5
339.341 480
345.93 475
349.225 470
352.99 460
355.814 453.333
357.226 450
360.756 440
360.756 430
359.767 420
359.109 410
362.403 400
365.698 396.667
372.287 390
375.581 387.5
385.465 380
385.465 380
395.349 373.333
398.643 370
405.233 360
405.233 360
415.116 350
415.116 350
425 340
425 340
429.942 330
434.884 325
444.767 323.333
454.651 330
454.651 330
464.535 330
474.419 330
484.302 330
484.302 330
494.186 322.5
497.481 320
504.07 310
504.07 310
509.012 300
513.953 290
513.953 290
520.543 280
523.837 270
523.837 270
528.779 260
533.721 250
533.721 250
533.721 240
533.721 230
533.721 220
533.721 210
533.721 210
523.837 205
518.895 200
513.953 190
513.953 190
504.07 187.5
494.186 186
484.302 186
474.419 188.333
469.477 190
464.535 192
454.651 196
444.767 200
444.767 200
434.884 202.5
425 202
415.116 200
415.116 200
405.233 200
395.349 196
385.465 190
385.465 190
375.581 187.5
365.698 187.5
355.814 186.667
345.93 185
336.047 183.333
326.163 180
326.163 180
316.279 176.667
309.69 170
306.395 166.667
301.453 160
296.512 153.333
293.217 150
286.628 143.333
283.333 140
276.744 135
266.86 130
266.86 130
* *
256.977 140
247.093 140
237.209 140
227.326 137.5
217.442 138
214.971 140
207.558 147.5
204.264 150
197.674 155
191.085 160
187.791 162
177.907 170
177.907 170
168.023 175
158.14 177.5
148.256 180
138.372 180
138.372 180
128.488 188
127.076 190
126.841 200
125.664 210
123.547 220
120.252 230
118.605 235
117.193 240
114.651 250
110.698 260
108.721 270
108.721 270
101.308 280
98.8372 285
96.8605 290
93.8953 300
91.4244 310
92.2481 320
93.8953 330
92.2481 340
92.2481 350
98.8372 360
98.8372 360
104.767 370
108.721 376.667
110.133 380
113.663 390
117.193 400
118.605 403.333
125.194 410
128.488 412
138.372 420
138.372 420
146.279 430
148.256 432.5
154.186 440
158.14 444
165.552 450
168.023 452.5
175.436 460
177.907 462
187.791 470
187.791 470
197.674 476.667
201.628 480
207.558 485
217.442 490
217.442 490
227.326 491.667
237.209 495
247.093 498.571
256.977 500
256.977 500
266.86 500
276.744 501.25
286.628 502.5
293.217 500
296.512 498.889
306.395 493.333
311.337 490
316.279 486.667
326.163 480
326.163 480
336.047 470
336.047 470
345.93 460
345.93 460
347.907 450
351.86 440
351.86 430
350.872 420
349.225 410
348.401 400
355.814 390
355.814 390
365.698 382.5
368.992 380
375.581 373.333
380.523 370
385.465 365
388.76 360
395.349 350
395.349 350
405.233 340
405.233 340
412.645 330
415.116 320
415.116 320
420.058 310
425 305
434.884 303.333
444.767 300
454.651 305
459.593 310
464.535 313.333
474.419 315
484.302 310
484.302 310
494.186 300
494.186 300
497.481 290
501.599 280
504.07 270
504.07 270
507.364 260
509.012 250
510.659 240
510.659 230
504.07 220
504.07 220
501.599 210
499.128 200
494.186 197.5
484.302 197.5
474.419 198
469.477 200
464.535 202
454.651 206
444.767 210
444.767 210
434.884 216.667
425 213.333
415.116 212.5
405.233 210
405.233 210
395.349 206
385.465 200
385.465 200
375.581 200
365.698 200
355.814 200
345.93 200
336.047 197.5
326.163 194
316.279 190
316.279 190
306.395 180
306.395 180
296.512 170
296.512 170
286.628 160
286.628 160
276.744 150
276.744 150
266.86 142.5
256.977 140
256.977 140
* *
266.86 156.667
256.977 155
247.093 152.5
237.209 152.5
227.326 150
227.326 150
227.326 150
217.442 153.333
210.853 160
207.558 162.5
197.674 167.5
192.733 170
187.791 171.667
177.907 177.143
173.953 180
168.023 184.286
158.14 188
148.256 190
148.256 190
138.372 200
138.372 200
133.43 210
131.312 220
128.488 230
128.488 230
126.512 240
124.535 250
121.076 260
118.605 270
118.605 270
113.663 280
108.721 290
108.721 290
106.25 300
103.779 310
101.308 320
102.791 330
101.308 340
101.308 350
107.074 360
108.721 362.5
112.957 370
117.193 380
118.605 383.333
121.899 390
128.488 400
128.488 400
138.372 407.5
140.843 410
148.256 420
148.256 420
158.14 430
158.14 430
168.023 440
168.023 440
177.907 450
177.907 450
187.791 460
187.791 460
197.674 468
199.651 470
207.558 476.667
214.147 480
217.442 481.667
227.326 483.333
237.209 487.143
243.798 490
247.093 491.429
256.977 494.444
266.86 495
276.744 495.556
286.628 496.667
296.512 493.333
301.453 490
306.395 485.714
314.302 480
316.279 477.5
322.209 470
326.163 460
326.163 460
336.047 450
336.047 450
340.988 440
341.977 430
341.977 420
340.988 410
340.282 400
340.988 390
343.459 380
345.93 375
350.872 370
355.814 365
365.698 360
365.698 360
375.581 350
375.581 350
380.523 340
385.465 335
395.349 330
395.349 330
405.233 323.333
406.88 320
409.468 310
411.822 300
415.116 290
415.116 290
425 280
434.884 280
444.767 283.333
454.651 280
464.535 290
464.535 290
474.419 293.333
479.36 290
484.302 285
487.597 280
491.715 270
494.186 265
496.163 260
497.481 250
499.128 240
496.657 230
494.186 225
491.715 220
487.597 210
484.302 208
474.419 208
469.477 210
464.535 212
454.651 216
448.062 220
444.767 230
444.767 230
434.884 235
429.942 240
425 245
420.058 240
415.116 230
415.116 230
405.233 223.333
400.291 220
395.349 217.5
385.465 213.333
375.581 212.5
365.698 212
355.814 211.667
345.93 210
345.93 210
336.047 208
326.163 204
316.279 200
316.279 200
306.395 193.333
303.924 190
296.512 182.5
294.041 180
286.628 174
280.039 170
276.744 166.667
270.155 160
266.86 156.667
* *
256.977 167.5
247.093 166.667
237.209 165
227.326 166.667
217.442 170
217.442 170
207.558 175
197.674 178
187.791 180
187.791 180
177.907 186
171.318 190
168.023 193.333
158.14 200
158.14 200
148.256 210
148.256 210
138.372 220
138.372 220
136.725 230
135.078 240
133.43 250
131.783 260
128.488 270
128.488 270
126.017 280
122.558 290
120.252 300
118.605 310
118.605 310
113.663 320
112.016 330
113.663 340
113.663 350
116.628 360
118.605 365
120.581 370
126.512 380
128.488 385
131.783 390
138.372 395
143.314 400
148.256 405
154.845 410
158.14 413.333
164.729 420
168.023 423.333
172.965 430
177.907 436.667
180.378 440
187.791 447.5
190.262 450
197.674 457.5
200.145 460
207.558 467.5
212.5 470
217.442 472
227.326 475.714
237.209 480
237.209 480
247.093 484.286
256.977 488.333
266.86 490
266.86 490
276.744 490
286.628 491.111
289.922 490
296.512 483.333
301.453 480
306.395 476.667
311.337 470
316.279 463.333
317.926 460
322.209 450
326.163 440
326.163 440
332.093 430
332.093 420
332.093 410
329.457 400
326.163 390
326.163 380
326.163 380
316.279 380
316.279 380
306.395 383.333
296.512 388
286.628 390
286.628 390
276.744 392
266.86 392.5
256.977 390
256.977 390
247.093 384
240.504 380
237.209 376.667
232.267 370
227.326 360
227.326 360
225.349 350
224.031 340
224.031 330
224.031 320
225.349 310
227.326 305
229.797 300
237.209 290
237.209 290
245.116 280
247.093 277.5
256.977 272.5
261.919 270
266.86 268
276.744 265
286.628 262.5
296.512 267.5
306.395 270
306.395 270
316.279 276.667
321.221 280
326.163 285
329.457 290
336.047 300
336.047 300
343.459 310
345.93 320
345.93 330
345.93 340
345.93 340
355.814 340
355.814 340
365.698 330
365.698 330
375.581 320
375.581 320
385.465 317.5
395.349 313.333
398.643 310
399.302 300
400.291 290
402.762 280
405.233 270
405.233 270
405.233 260
405.233 260
402.762 250
398.643 240
395.349 236.667
385.465 230
385.465 230
375.581 225
365.698 222.5
355.814 220
355.814 220
345.93 220
336.047 218
326.163 214
316.279 210
316.279 210
306.395 206
298.983 200
296.512 196.667
289.922 190
286.628 186.667
280.039 180
276.744 178
266.86 172.5
261.919 170
256.977 167.5
* *
266.86 185
256.977 182.5
247.093 182.5
237.209 180
237.209 180
227.326 180
227.326 180
217.442 185
207.558 190
207.558 190
197.674 193.333
187.791 196.667
177.907 200
177.907 200
168.023 207.5
163.081 210
158.14 212.5
150.727 220
148.256 225
146.279 230
142.608 240
141.196 250
139.784 260
138.372 270
138.372 270
135.078 280
131.783 290
128.488 300
128.488 300
125.664 310
122.841 320
121.076 330
124.535 340
126.017 350
126.512 360
128.488 365
130.959 370
135.078 380
138.372 384
145.785 390
148.256 392.5
158.14 400
158.14 400
168.023 410
168.023 410
174.612 420
177.907 424
183.837 430
187.791 435
192.733 440
197.674 445
202.616 450
207.558 455
214.147 460
217.442 462
227.326 468
230.62 470
237.209 472.857
247.093 470
256.977 480
256.977 480
266.86 480
276.744 480
276.744 480
286.628 470
286.628 470
296.512 465
306.395 460
306.395 460
312.326 450
316.279 443.333
317.926 440
322.209 430
319.574 420
316.279 410
316.279 410
306.395 405
296.512 400
296.512 400
296.512 400
286.628 405
276.744 402.5
266.86 410
256.977 400
256.977 400
247.093 396.667
237.209 390
237.209 390
227.326 383.333
225.349 380
221.395 370
219.089 360
217.442 355
216.344 350
216.344 340
216.206 330
216.206 320
216.344 310
217.442 305
219.419 300
227.326 290
227.326 290
235.233 280
237.209 276.667
242.151 270
247.093 266
256.977 260
256.977 260
266.86 258
276.744 255.714
286.628 252
296.512 255
306.395 253.333
316.279 253.333
322.868 260
326.163 265
331.105 270
336.047 275
338.517 280
343.459 290
345.93 295
350.872 300
355.814 302.5
365.698 307.5
375.581 307.5
385.465 303.333
387.936 300
387.936 290
391.395 280
395.349 270
395.349 270
395.349 260
395.349 260
390.407 250
385.465 243.333
380.523 240
375.581 237.5
365.698 235
355.814 232.5
345.93 232.5
340.988 230
336.047 228
326.163 226.667
316.279 226.667
306.395 225
303.924 220
296.512 212.5
293.217 210
286.628 203.333
283.333 200
276.744 193.333
273.45 190
266.86 185
* *
256.977 200
247.093 200
237.209 196.667
227.326 196.667
217.442 197.5
212.5 200
207.558 203.333
197.674 207.5
192.733 210
187.791 212
177.907 216.667
168.023 218
164.729 220
158.14 230
158.14 230
151.55 240
148.256 250
148.256 250
146.844 260
146.609 270
144.302 280
141.667 290
138.372 300
138.372 300
134.419 310
130.959 320
132.442 330
133.43 340
134.136 350
138.372 360
138.372 360
144.961 370
148.256 380
148.256 380
158.14 386.667
160.61 390
168.023 400
168.023 400
176.26 410
177.907 412.5
185.32 420
187.791 422.5
195.203 430
197.674 432.5
205.087 440
207.558 442.5
217.442 450
217.442 450
227.326 450
237.209 450
247.093 460
247.093 460
256.977 460
266.86 460
266.86 460
276.744 450
286.628 450
286.628 450
296.512 440
296.512 440
296.512 430
296.512 430
286.628 430
276.744 420
276.744 420
276.744 420
266.86 430
256.977 430
247.093 430
237.209 420
237.209 420
227.326 420
224.855 410
222.384 400
217.442 390
217.442 390
215.795 380
213.206 370
211.794 360
210.853 350
210.853 340
210.029 330
210.029 320
210.853 310
212.5 300
215.465 290
217.442 287.5
224.855 280
227.326 275
229.797 270
237.209 260
237.209 260
247.093 253.333
256.977 250
256.977 250
266.86 240
276.744 240
276.744 240
276.744 230
276.744 220
276.744 220
266.86 210
266.86 210
256.977 200
256.977 200
* *
232.267 220
227.326 215
217.442 213.333
207.558 217.5
197.674 218
192.733 220
187.791 225
177.907 230
177.907 230
172.965 240
168.023 245
164.729 250
161.434 260
160.61 270
158.14 280
158.14 280
155.669 290
154.845 300
151.55 310
148.256 315
144.961 320
143.314 330
143.314 340
148.256 346.667
150.233 350
150.233 360
156.163 370
158.14 372.5
165.552 380
168.023 383.333
172.965 390
177.907 396.667
180.378 400
187.791 407.5
192.733 410
197.674 415
207.558 420
207.558 420
207.558 420
210.853 410
211.512 400
209.205 390
207.558 380
207.558 380
205.911 370
205.087 360
204.734 350
204.734 340
203.322 330
202.616 320
204.264 310
205.911 300
206.146 290
207.558 286.667
212.5 280
217.442 270
217.442 270
224.031 260
225.349 250
227.326 246.667
237.209 240
237.209 240
237.209 240
233.915 230
232.267 220
* *
217.442 240
207.558 230
207.558 230
207.558 230
197.674 240
197.674 240
187.791 250
187.791 250
177.907 260
177.907 260
174.612 270
171.318 280
170.494 290
170.494 300
171.318 310
168.023 320
168.023 320
168.023 330
163.081 340
168.023 350
168.023 360
168.023 360
177.907 370
177.907 380
177.907 380
187.791 390
187.791 390
197.674 390
197.674 390
197.674 380
197.674 370
198.91 360
197.674 350
197.674 340
197.674 340
194.38 330
193.721 320
195.698 310
197.674 300
197.674 300
199.086 290
200.145 280
204.264 270
207.558 260
207.558 260
207.558 250
217.442 240
217.442 240
217.442 240
* *
271.802 280
276.744 277.5
286.628 276.667
296.512 280
296.512 280
306.395 282.5
316.279 290
316.279 290
322.868 300
326.163 305
329.457 310
332.752 320
332.752 330
333.576 340
328.634 350
326.163 360
326.163 360
316.279 368
314.302 370
306.395 375
296.512 378.571
293.217 380
286.628 382.857
276.744 382
266.86 383.333
260.271 380
256.977 377.5
247.093 370
247.093 370
240.504 360
237.209 350
237.209 350
234.738 340
234.738 330
234.738 320
237.209 310
237.209 310
242.151 300
247.093 293.333
249.564 290
256.977 284
266.86 282
271.802 280
* *
276.744 290
266.86 293.333
256.977 300
256.977 300
250.388 310
249.564 320
247.093 330
247.093 340
250.388 350
254.506 360
256.977 363.333
263.566 370
266.86 372.5
276.744 373.333
286.628 374
296.512 371.429
301.453 370
306.395 366.667
312.984 360
316.279 355
318.256 350
321.221 340
323.692 330
322.868 320
316.279 310
316.279 310
308.866 300
306.395 296.667
296.512 292.5
286.628 290
276.744 290
* *
286.628 303.333
276.744 306.667
271.802 310
266.86 315
263.566 320
261.919 330
261.919 340
264.39 350
266.86 355
271.802 360
276.744 362.5
286.628 360
286.628 360
296.512 360
306.395 350
306.395 350
308.866 340
311.337 330
308.866 320
306.395 316.667
299.806 310
296.512 306.667
286.628 303.333
* *
286.628 317.5
281.686 320
276.744 325
274.273 330
276.744 340
276.744 340
286.628 345
296.512 340
296.512 340
298.983 330
296.512 325
291.57 320
286.628 317.5
* *
336.047 360
336.047 360
336.047 360
336.047 360
336.047 360
* *
365.698 280
365.698 270
355.814 260
355.814 260
355.814 250
355.814 250
365.698 250
365.698 250
375.581 260
375.581 260
375.581 270
375.581 280
375.581 280
365.698 280
365.698 280
* *
454.651 240
454.651 240
464.535 230
464.535 230
474.419 220
474.419 220
474.419 220
484.302 230
484.302 230
484.302 240
484.302 250
484.302 260
484.302 260
474.419 270
474.419 270
464.535 270
464.535 270
454.651 260
454.651 260
454.651 250
454.651 240
* *
187.791 300
187.791 300
187.791 300
187.791 300
187.791 300
